Generic_Name,Strength,Brand_Name,Molecule,Manufacturer,Price_INR,Availability,Therapeutic_Class,Is_Available
Ciprofloxacin,500.0,Loxy 500mg Tablet,Ciprofloxacin (500mg),Cachet Pharmaceuticals Pvt Ltd,21.3,In Stock,Antibiotics,1
Doxycycline,100.0,Doxypen 100 Capsule,Doxycycline (100mg),Dr. Morepen Limited,25.8,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxzee 100 Capsule,Doxycycline (100mg),Zeelab Pharmacy Pvt Ltd,28.0,In Stock,Antibiotics,1
Doxycycline,100.0,Codox 100mg Capsule,Doxycycline (100mg),Comed Chemicals Ltd,31.1,In Stock,Antibiotics,1
Doxycycline,100.0,A Doxid 100mg Capsule,Doxycycline (100mg),Eskon Pharma,28.0,In Stock,Antibiotics,1
Doxycycline,100.0,Omega Doxycycline 100mg Capsule,Doxycycline (100mg),Omega Pharmaceuticals Pvt Ltd,28.88,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxodac 100mg Injection,Doxycycline (100mg),Suncure Lifescience Pvt Ltd,408.0,In Stock,Antibiotics,1
Doxycycline,100.0,Microdox 100mg Injection,Doxycycline (100mg),Micro Labs Ltd,517.0,In Stock,Antibiotics,1
Doxycycline,100.0,Alfadox 100mg Capsule,Doxycycline (100mg),Betamax Remedies,32.2,In Stock,Antibiotics,1
Doxycycline,100.0,Desidox 100mg Injection,Doxycycline (100mg),Elkos Healthcare Pvt Ltd,428.0,In Stock,Antibiotics,1
Doxycycline,100.0,Doxyguard 100mg Injection,Doxycycline (100mg),Chandra Bhagat Pharma Pvt Ltd,459.0,In Stock,Antibiotics,1
Doxycycline,100.0,Dixon 100mg Capsule,Doxycycline (100mg),Croford Pharma Pvt Ltd,27.6,In Stock,Antibiotics,1
Doxycycline,100.0,Eudox 100mg Capsule,Doxycycline (100mg),Quixotic Pharma Pvt Ltd,25.8,In Stock,Antibiotics,1
Doxycycline,100.0,Doxylite 100mg Injection,Doxycycline (100mg),Allites life Sciences Pvt Ltd,377.0,In Stock,Antibiotics,1
Doxycycline,100.0,Gufidox 100mg Injection,Doxycycline (100mg),Gufic Bioscience Ltd,395.0,In Stock,Antibiotics,1
Doxycycline,100.0,Alldox 100mg Capsule,Doxycycline (100mg),Lincoln Pharmaceuticals Ltd,31.3,In Stock,Antibiotics,1
Doxycycline,100.0,Doxaveri 100mg Injection,Doxycycline (100mg),Neoveritas Healthcare Pvt. Ltd,496.0,In Stock,Antibiotics,1
Doxycycline,100.0,Vindox C 100mg Capsule,Doxycycline (100mg),Therawin Formulations,25.8,In Stock,Antibiotics,1
Doxycycline,100.0,N Dox 100mg Injection,Doxycycline (100mg),Rhythm Biotech Private Limited,101.0,In Stock,Antibiotics,1
Doxycycline,100.0,Nendox 100 Injection,Doxycycline (100mg),H & I Critical Care,410.0,In Stock,Antibiotics,1
Doxycycline,100.0,Apidox 100mg Capsule,Doxycycline (100mg),Alicon Pharmaceutical Pvt Ltd,17.9,In Stock,Antibiotics,1
Doxycycline,100.0,Ramadox DT 100mg Tablet,Doxycycline (100mg),Om Hare Ram Healthcare Pvt Ltd,25.8,In Stock,Antibiotics,1
Doxycycline,100.0,Doxyleb 100mg Capsule,Doxycycline (100mg),Leben Laboratories Pvt Ltd,17.4,Out of Stock,Antibiotics,0
Doxycycline,100.0,Biodoxi 100 Tablet,Doxycycline (100mg),Biochem Pharmaceutical Industries,11.5,Out of Stock,Antibiotics,0
Doxycycline,100.0,Kecidox 100mg Capsule,Doxycycline (100mg),Kentreck Laboratories Pvt Ltd,14.7,Out of Stock,Antibiotics,0
Doxycycline,100.0,Codox 100mg Capsule,Doxycycline (100mg),Comed Chemicals Ltd,18.7,Out of Stock,Antibiotics,0
Doxycycline,100.0,Bestodox 100mg Tablet DT,Doxycycline (100mg),BestoChem Formulations  India  Ltd,26.4,Out of Stock,Antibiotics,0
Doxycycline,100.0,Bindox 100mg Capsule,Doxycycline (100mg),Bindlysh Biotec Ltd,20.2,Out of Stock,Antibiotics,0
Doxycycline,100.0,Odclin 100mg Capsule,Doxycycline (100mg),Olcare Laboratories,27.4,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxy A 100mg Capsule,Doxycycline (100mg),Acichem Laboratories,13.8,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxy 100mg Injection,Doxycycline (100mg),Lxora Life Sciences,99.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxyphil 100mg Injection,Doxycycline (100mg),Philanto Healthcare,475.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Difclin 100mg Injection,Doxycycline (100mg),Baxton Pharmacia,506.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Meddox 100mg Injection,Doxycycline (100mg),Med Master,517.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Effidox 100mg Capsule,Doxycycline (100mg),Kim Lab,26.3,Out of Stock,Antibiotics,0
Doxycycline,100.0,Corticycline 100mg Capsule,Doxycycline (100mg),Paam Pharmaceuticals,45.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxclik IV 100mg Injection,Doxycycline (100mg),Abbott,485.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxymez 100mg Injection,Doxycycline (100mg),Mezorays Pharma,117.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Dolix 100mg Injection,Doxycycline (100mg),Laxin Healthcare,496.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxylus 100mg Injection,Doxycycline (100mg),Alonsoa Lifesciences,493.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxycil 100mg Capsule,Doxycycline (100mg),Mediwin Pharmaceuticals,27.19,Out of Stock,Antibiotics,0
Doxycycline,100.0,Aldox 100mg Capsule,Doxycycline (100mg),Alpha Lab,14.06,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxacil 100mg Capsule,Doxycycline (100mg),Grievers Remedies,23.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxibact 100mg Injection,Doxycycline (100mg),Rnova Biologicals Pvt Ltd,445.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxion 100mg Injection,Doxycycline (100mg),Maksun Biotech Pvt Ltd,441.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Favdc 100mg Injection,Doxycycline (100mg),Favnox Pharmaceuticals Private Limited,496.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxyever 100mg Injection,Doxycycline (100mg),Veecube Healthcare Pvt Ltd,99.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxypure 100mg Injection,Doxycycline (100mg),Akumentis Healthcare Ltd,475.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxizid 100mg Injection,Doxycycline (100mg),Trans Life Sciences,68.4,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxid 100mg Tablet,Doxycycline (100mg),Drakt Pharmaceutical Pvt Ltd,41.4,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxynel 100 Injection,Doxycycline (100mg),Neilsen Biological Private Limited,518.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxyclin 100mg Capsule,Doxycycline (100mg),Inga Laboratories Pvt Ltd,15.9,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxule 100mg Capsule,Doxycycline (100mg),Pan Pharmaceuticals Ltd,14.6,Out of Stock,Antibiotics,0
Doxycycline,100.0,Dmt 100mg Capsule,Doxycycline (100mg),Alde Medi Impex Ltd,28.7,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxyjack 100mg Capsule,Doxycycline (100mg),Jackson Laboratories Pvt Ltd,22.5,Out of Stock,Antibiotics,0
Doxycycline,100.0,Chemedox HT 100mg Capsule,Doxycycline (100mg),Chemo Biological,29.4,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxymac 100mg Capsule,Doxycycline (100mg),Torque Pharmaceuticals Pvt Ltd,27.6,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxym 100mg Capsule,Doxycycline (100mg),Maitri Healthcare Pvt Ltd,10.3,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxykus 100mg Capsule,Doxycycline (100mg),Indkus Biotech India,37.8,Out of Stock,Antibiotics,0
Doxycycline,100.0,Vidox 100mg Capsule,Doxycycline (100mg),Jayson Pharmaceuticals Ltd,18.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxicyl 100mg Injection,Doxycycline (100mg),AAA Pharma Trade Pvt Ltd,298.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxivan 100mg Injection,Doxycycline (100mg),Oscar Remedies Pvt Ltd,120.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Martidox M 100mg Tablet,Doxycycline (100mg),Walter Bushnell,7.4,Out of Stock,Antibiotics,0
Doxycycline,100.0,CT Dox 100mg Injection,Doxycycline (100mg),Korneph Healthcare,31.7,Out of Stock,Antibiotics,0
Doxycycline,100.0,Agedox 100mg Injection,Doxycycline (100mg),Agex Laboratories Pvt Ltd,475.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Bdoxy 100mg Injection,Doxycycline (100mg),BDR Pharmaceuticals Internationals Pvt,421.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxihenz 100mg Injection,Doxycycline (100mg),Scutonix Lifesciences Pvt Ltd,497.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxykin 100mg Injection,Doxycycline (100mg),Kindwaves Healthcare Pvt Ltd.,143.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxiline 100 Injection,Doxycycline (100mg),Halden Healthcare & Research Pvt Ltd,443.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Lenteclin 100mg Capsule,Doxycycline (100mg),Aristo Pharmaceuticals Pvt Ltd,10.8,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxytop 100mg Tablet,Doxycycline (100mg),Overseas Healthcare Pvt Ltd,8.7,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxyrax 100mg Capsule,Doxycycline (100mg),Rax Health Care Pvt Ltd,26.7,Out of Stock,Antibiotics,0
Doxycycline,100.0,Updox 100mg Capsule,Doxycycline (100mg),Ubit Pharmaceuticals Pvt Ltd,18.4,Out of Stock,Antibiotics,0
Doxycycline,100.0,Spardox 100mg Capsule,Doxycycline (100mg),Emson Medichem Pvt Ltd,14.8,Out of Stock,Antibiotics,0
Doxycycline,100.0,Mdox 100mg Tablet DT,Doxycycline (100mg),Madhav Pharma,27.1,Out of Stock,Antibiotics,0
Doxycycline,100.0,Ceedoxy 100mg Capsule,Doxycycline (100mg),Baxter India Pvt Ltd,27.6,Out of Stock,Antibiotics,0
Doxycycline,100.0,Meddex 100mg Tablet DT,Doxycycline (100mg),Orison Pharmaceuticals,49.5,Out of Stock,Antibiotics,0
Doxycycline,100.0,Swidox 100mg Capsule,Doxycycline (100mg),Ind Swift Laboratories Ltd,9.2,Out of Stock,Antibiotics,0
Doxycycline,100.0,Onedox 100mg Capsule,Doxycycline (100mg),Pramukh Swami Pharma Ltd,27.6,Out of Stock,Antibiotics,0
Doxycycline,100.0,Unidox 100 Capsule,Doxycycline (100mg),Uninova Lifesciences Private Limited,27.9,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxika 100mg Tablet,Doxycycline (100mg),Shreya Life Sciences Pvt Ltd,9.2,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxybuz 100mg Injection,Doxycycline (100mg),Alniche Life Sciences Pvt Ltd,377.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,Doxfit 100mg Injection,Doxycycline (100mg),Human Biolife India Pvt Ltd,163.0,Out of Stock,Antibiotics,0
Doxycycline,100.0,T Dox 100mg Capsule,Doxycycline (100mg),TOSC International Pvt Ltd,20.2,Out of Stock,Antibiotics,0
Cefixime,200.0,Taxim-O 200 Tablet,Cefixime (200mg),Alkem Laboratories Ltd,102.0,In Stock,Antibiotics,1
Cefixime,200.0,Zifi 200 Tablet,Cefixime (200mg),FDC Ltd,104.0,In Stock,Antibiotics,1
Cefixime,200.0,cEFix 200 Tablet,Cefixime (200mg),Cipla Ltd,72.9,In Stock,Antibiotics,1
Cefixime,200.0,Cefixime 200mg Tablet DT,Cefixime (200mg),Hamswell Lifecare,171.0,Out of Stock,Antibiotics,0
Cefixime,200.0,Ceftas 200 Tablet,Cefixime (200mg),Intas Pharmaceuticals Ltd,99.29,In Stock,Antibiotics,1
Cefixime,200.0,Cefolac 200 Tablet,Cefixime (200mg),Macleods Pharmaceuticals Pvt Ltd,102.0,In Stock,Antibiotics,1
Cefixime,200.0,Mahacef 200 Tablet,Cefixime (200mg),Mankind Pharma Ltd,97.2,In Stock,Antibiotics,1
Cefixime,200.0,Gramocef-O 200mg Tablet DT,Cefixime (200mg),Micro Labs Ltd,102.0,In Stock,Antibiotics,1
Cefixime,200.0,Taxim O 200mg Dry Syrup,Cefixime (200mg),Alkem Laboratories Ltd,137.0,In Stock,Antibiotics,1
Cefixime,200.0,Omnix 200 DT Tablet,Cefixime (200mg),Cipla Ltd,102.0,In Stock,Antibiotics,1
Cefixime,200.0,Milixim 200 Tablet,Cefixime (200mg),Glenmark Pharmaceuticals Ltd,86.37,In Stock,Antibiotics,1
Cefixime,200.0,Omnicef-O 200mg Tablet,Cefixime (200mg),Aristo Pharmaceuticals Pvt Ltd,103.0,In Stock,Antibiotics,1
Cefixime,200.0,Cifizime 200mg Tablet,Cefixime (200mg),Remantra Pharma,92.0,Out of Stock,Antibiotics,0
Cefixime,200.0,Cefi 200 Tablet,Cefixime (200mg),Abbott,103.0,In Stock,Antibiotics,1
Cefixime,200.0,Ziprax 200 DT Tablet,Cefixime (200mg),Cipla Ltd,102.0,In Stock,Antibiotics,1
Cefixime,200.0,Extacef 200 DT Tablet,Cefixime (200mg),Blue Cross Laboratories Ltd,91.9,In Stock,Antibiotics,1
Cefixime,200.0,Hifen 200 DT Tablet,Cefixime (200mg),Hetero Drugs Ltd,100.0,In Stock,Antibiotics,1
Cefixime,200.0,Safexim 200 Tablet DT,Cefixime (200mg),Abbott,79.4,Out of Stock,Antibiotics,0
Cefixime,200.0,New Safexim 200 Tablet,Cefixime (200mg),Abbott,101.0,In Stock,Antibiotics,1
Cefixime,200.0,Brutacef 200mg Tablet DT,Cefixime (200mg),Mankind Pharma Ltd,102.0,In Stock,Antibiotics,1
Cefixime,200.0,Orixime 200mg Tablet DT,Cefixime (200mg),Aristo Pharmaceuticals Pvt Ltd,101.0,In Stock,Antibiotics,1
Cefixime,200.0,Maxicef O 200mg Tablet,Cefixime (200mg),Aristo Pharmaceuticals Pvt Ltd,102.0,In Stock,Antibiotics,1
Cefixime,200.0,Zuracef 200mg Tablet,Cefixime (200mg),Alkem Laboratories Ltd,93.8,In Stock,Antibiotics,1
Cefixime,200.0,Cefilab 200 Tablet,Cefixime (200mg),Ozone Pharmaceuticals Ltd,74.2,In Stock,Antibiotics,1
Cefixime,200.0,Triocef 200mg Tablet DT,Cefixime (200mg),Navil Laboratories Pvt Ltd,66.2,In Stock,Antibiotics,1
Cefixime,200.0,Ximeceff 200 Tablet DT,Cefixime (200mg),Lupin Ltd,106.0,Out of Stock,Antibiotics,0
Cefixime,200.0,Hhcefi 200 Tablet,Cefixime (200mg),Hegde and Hegde Pharmaceutica LLP,102.0,In Stock,Antibiotics,1
Cefixime,200.0,Delbi 200mg Tablet DT,Cefixime (200mg),Veritaz Healthcare Ltd,101.0,In Stock,Antibiotics,1
Cefixime,200.0,Cefixum 200mg Tablet,Cefixime (200mg),Altar Healthcare Pvt Ltd,98.4,In Stock,Antibiotics,1
Cefixime,200.0,Biotax-O 200 CD Tablet,Cefixime (200mg),Zydus Healthcare Limited,102.0,In Stock,Antibiotics,1
Cefixime,200.0,Cefurub 200mg Tablet,Cefixime (200mg),Imed Healthcare,61.3,In Stock,Antibiotics,1
Cefixime,200.0,Rhoxim 200mg Tablet DT,Cefixime (200mg),Rhombus Pharma Pvt Ltd,35.8,In Stock,Antibiotics,1
Cefixime,200.0,C Tax-O 200mg Tablet,Cefixime (200mg),Zuventus Healthcare Ltd,104.0,In Stock,Antibiotics,1
Cefixime,200.0,Cefrax 200 Tablet,Cefixime (200mg),Cipla Ltd,73.9,In Stock,Antibiotics,1
Cefixime,200.0,Cim-O 200 DT Tablet,Cefixime (200mg),Clyde Pharmaceuticals Pvt Ltd,101.0,In Stock,Antibiotics,1
Cefixime,200.0,Dixim 200mg Tablet,Cefixime (200mg),DM Pharma,81.9,In Stock,Antibiotics,1
Cefixime,200.0,Diwcef 200mg Tablet,Cefixime (200mg),Diues Biotech,96.6,In Stock,Antibiotics,1
Cefixime,200.0,Cefeco 200 Tablet,Cefixime (200mg),Avico Healthcare,92.0,In Stock,Antibiotics,1
Cefixime,200.0,Sefix 200mg Tablet,Cefixime (200mg),Ultratech Pharmaceuticals,90.0,In Stock,Antibiotics,1
Cefixime,200.0,Zyfix 200mg Tablet DT,Cefixime (200mg),Aelida Healthcare,88.3,In Stock,Antibiotics,1
Cefixime,200.0,Curefeel 200mg Tablet,Cefixime (200mg),Dhara Formulation Pvt Ltd,51.5,In Stock,Antibiotics,1
Cefixime,200.0,Cefxtrue 200mg Tablet,Cefixime (200mg),Avighna Medicare Pvt. Ltd.,98.9,In Stock,Antibiotics,1
Cefuroxime,500.0,Ceroxitum 500 Tablet,Cefuroxime (500mg),Intas Pharmaceuticals Ltd,379.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefasyn 500 Tablet,Cefuroxime (500mg),Cipla Ltd,150.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Saferoxim 500mg Tablet,Cefuroxime (500mg),Abbott,430.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefaprime 500mg Tablet,Cefuroxime (500mg),Leeford Healthcare Ltd,150.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefaprime 500mg Tablet,Cefuroxime (500mg),Leeford Healthcare Ltd,464.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Novacef 500 Tablet,Cefuroxime (500mg),Cipla Ltd,384.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Ceftum 500mg Tablet,Cefuroxime (500mg),Glaxo SmithKline Pharmaceuticals Ltd,533.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Ceroxitum 500 Tablet,Cefuroxime (500mg),Intas Pharmaceuticals Ltd,145.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Cefakind 500 Tablet,Cefuroxime (500mg),Mankind Pharma Ltd,451.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Saferoxim 500mg Tablet,Cefuroxime (500mg),Abbott,139.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Cefrotux 500mg Capsule,Cefuroxime (500mg),Cadila Pharmaceuticals Ltd,211.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Venroxim 500mg Tablet,Cefuroxime (500mg),Leeford Healthcare Ltd,186.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Cefunol 500mg Tablet,Cefuroxime (500mg),Knoll Pharmaceuticals Ltd,342.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Cefforen 500mg Tablet,Cefuroxime (500mg),Lupin Ltd,464.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Cefyz AX 500mg Tablet,Cefuroxime (500mg),Morepen Laboratories Ltd,530.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Cefogen 500mg Tablet,Cefuroxime (500mg),Newgen Biotech Pvt. Ltd.,306.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Ifitum 500mg Tablet,Cefuroxime (500mg),J B Chemicals and Pharmaceuticals Ltd,530.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Nocktum 500mg Tablet,Cefuroxime (500mg),Torrent Pharmaceuticals Ltd,464.0,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Corflm 500mg Tablet,Cefuroxime (500mg),Cadila Pharmaceuticals Ltd,14.4,Out of Stock,Antibiotics,0
Cefuroxime,500.0,Cefoxim 500 Tablet,Cefuroxime (500mg),Zydus Healthcare Limited,318.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cetil 500 Tablet,Cefuroxime (500mg),Lupin Ltd,539.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Zocef 500 Tablet,Cefuroxime (500mg),Alkem Laboratories Ltd,549.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Pulmocef 500 Tablet,Cefuroxime (500mg),Micro Labs Ltd,502.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Zefu 500 Tablet,Cefuroxime (500mg),FDC Ltd,408.0,In Stock,Antibiotics,1
Cefuroxime,500.0,C Furo 500mg Tablet,Cefuroxime (500mg),Hetero Drugs Ltd,409.6,In Stock,Antibiotics,1
Cefuroxime,500.0,Forcef 500mg Tablet,Cefuroxime (500mg),Aristo Pharmaceuticals Pvt Ltd,359.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Oratil 500 Tablet,Cefuroxime (500mg),Macleods Pharmaceuticals Pvt Ltd,499.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Altacef 500 Tablet,Cefuroxime (500mg),Glenmark Pharmaceuticals Ltd,530.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Ceroxim 500mg Tablet,Cefuroxime (500mg),Sun Pharmaceutical Industries Ltd,540.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Stafcure 500 Tablet,Cefuroxime (500mg),Macleods Pharmaceuticals Pvt Ltd,499.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Covatil 500 Tablet,Cefuroxime (500mg),Macleods Pharmaceuticals Pvt Ltd,499.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Xoxe 500 Tablet,Cefuroxime (500mg),Corona Remedies Pvt Ltd,540.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefasyn 500 Tablet,Cefuroxime (500mg),Cipla Ltd,530.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Vektum 500mg Tablet,Cefuroxime (500mg),Rosswelt Biosciences,478.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Shorcef 500 Tablet,Cefuroxime (500mg),SH Healthcare Pvt Ltd,540.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Ximoren 500 Tablet,Cefuroxime (500mg),La Renon Healthcare Pvt Ltd,212.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Augxetil 500mg Tablet,Cefuroxime (500mg),Koye Pharmaceuticals Pvt ltd,476.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Avocef 500mg Tablet,Cefuroxime (500mg),Avron Pharma Pvt Ltd,529.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Xyeter 500mg Tablet,Cefuroxime (500mg),KLM Laboratories Pvt Ltd,413.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Themibact 500mg Tablet,Cefuroxime (500mg),Themis Medicare Ltd,530.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefushine 500 Tablet,Cefuroxime (500mg),Dharam Lifesciences,322.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Binex 500 Tablet,Cefuroxime (500mg),Biological E Ltd,495.7,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefialfa 500 Tablet,Cefuroxime (500mg),Alniche Life Sciences Pvt Ltd,530.0,In Stock,Antibiotics,1
Cefuroxime,500.0,cellCOT 500mg Tablet,Cefuroxime (500mg),Alcott Healthcare Pvt Ltd,432.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Furoxter 500mg Tablet,Cefuroxime (500mg),Metamorf Lifesciences,393.75,In Stock,Antibiotics,1
Cefuroxime,500.0,Oxim 500mg Tablet,Cefuroxime (500mg),Medix Biocare,483.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Trutil 500 Tablet,Cefuroxime (500mg),Ernst Pharmacia,177.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Glfuro 500mg Tablet DT,Cefuroxime (500mg),Glounce Pharmaceuticals,298.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Furoxime 500mg Tablet,Cefuroxime (500mg),Harvey Laboratories Private Limited,519.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Engel 500mg Tablet,Cefuroxime (500mg),Blue Cross Laboratories Ltd,331.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Twocef 500mg Tablet,Cefuroxime (500mg),Embiotic Laboratories Pvt Ltd,200.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Milcef 500mg Tablet,Cefuroxime (500mg),Comed Chemicals Ltd,462.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Zefoxim 500 Tablet,Cefuroxime (500mg),Integral Lifesciences,430.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefuxetil 500mg Tablet,Cefuroxime (500mg),Prevego Healthcare & Research Private Limited,441.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Ceftica 500mg Tablet,Cefuroxime (500mg),Avis Lifecare Pvt Ltd,232.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Clasitil 500 Tablet,Cefuroxime (500mg),Grandcure Healthcare Pvt Ltd,535.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefuxitil 500mg Tablet,Cefuroxime (500mg),Prevego Healthcare & Research Private Limited,441.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Benecef 500mg Tablet,Cefuroxime (500mg),Clitus Pharmaceuticals,312.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Crimicef 500mg Tablet,Cefuroxime (500mg),SA Remedies,184.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Ceftrox 500mg Tablet,Cefuroxime (500mg),Starzac Formulations,506.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Zitum 500mg Tablet,Cefuroxime (500mg),Zubit Lifecare,446.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefwon 500 Tablet,Cefuroxime (500mg),Mediez Pharma,405.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cerom 500 Tablet,Cefuroxime (500mg),Abbott,530.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Furobid 500mg Tablet,Cefuroxime (500mg),Alembic Pharmaceuticals Ltd,163.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Wilcef 500mg Tablet,Cefuroxime (500mg),Wilshire Pharmaceuticals Pvt Ltd,303.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Feurocon 500 Tablet,Cefuroxime (500mg),Consern Pharma Limited,349.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Actum 500mg Tablet,Cefuroxime (500mg),Alicon Pharmaceutical Pvt Ltd,184.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Astirox 500mg Tablet,Cefuroxime (500mg),Astakind Biotech Private Limited,232.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Joecef 500mg Tablet,Cefuroxime (500mg),Indo-Asia Pharma Care,276.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Cefotru 500mg Tablet,Cefuroxime (500mg),Wilburt Remedies Pvt Ltd,249.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Xepibact 500mg Tablet,Cefuroxime (500mg),KLM Laboratories Pvt Ltd,451.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Xerotil 500mg Tablet,Cefuroxime (500mg),Devyam Medicare Pvt Ltd,405.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Elmcef 500mg Tablet,Cefuroxime (500mg),Wych Elm Laboratories Limited,530.0,In Stock,Antibiotics,1
Cefuroxime,500.0,Aaxim 500mg Tablet,Cefuroxime (500mg),Aarpik Pharmaceuticals Pvt Ltd,487.0,In Stock,Antibiotics,1
